Property_ID,City,State,Price,Size_in_Sqft,Owner_Verified,Legal_Issues,Fraud_Type,Property_Status,Listing_Age_Days,Transaction_Type,Seller_Type,Previous_Ownerships,Building_Age,Amenities_Available,Government_Approval_Status,Disputed_Ownership_Claims,Property_Tax_Paid_Status,Mortgage_Status,Listed_vs_Market_Price_Difference(%),Number_of_Complaints_Filed,Agent_Rating,Fraud_Probability_Score
PROP76824,Mumbai,West Bengal,11666836,4756,No,Yes,Duplicate Listing,For Rent,1537,Loan,Broker,1,65,No,Approved,No,Paid,Mortgaged,19.488321724561075,1,4.4,0.06
PROP76825,Delhi,Telangana,28037962,4529,No,Yes,Duplicate Listing,Under Dispute,1706,Loan,Individual,1,30,No,Pending,No,Pending,No Loan,42.35239580350687,10,2.9,0.96
PROP76826,Mumbai,Gujarat,95220607,9921,Yes,No,Fake Documents,Under Dispute,415,Loan,Real Estate Agency,2,83,Yes,Pending,No,Paid,No Loan,14.846771435638779,5,2.4,0.58
PROP76827,Pune,Tamil Nadu,56397913,1441,Yes,Yes,Illegal Construction,Under Dispute,3501,Installments,Individual,2,93,Yes,Approved,Yes,Not Paid,Mortgaged,-6.796011436113611,10,2.5,0.18
PROP76828,Kolkata,Delhi,1171994,9333,Yes,Yes,Illegal Construction,For Rent,2038,Installments,Individual,2,87,No,Approved,Yes,Paid,No Loan,-0.03942171040101883,10,4.1,0.44
PROP76829,Mumbai,Gujarat,69706581,1534,No,No,Overpricing,For Sale,849,Installments,Real Estate Agency,5,45,Yes,Approved,Yes,Not Paid,Mortgaged,36.32340987669516,6,3.5,0.04
PROP76830,Bangalore,Tamil Nadu,61807751,9531,No,No,Title Fraud,For Sale,1749,Installments,Individual,0,91,No,Approved,Yes,Not Paid,Loan Cleared,0.9714151436990974,2,2.3,0.55
PROP76831,Chennai,Karnataka,95380931,2503,Yes,Yes,Overpricing,For Rent,2984,Loan,Individual,5,97,Yes,Rejected,No,Pending,Mortgaged,-19.545002717849968,7,3.1,0.09
PROP76832,Mumbai,Karnataka,94683818,2165,Yes,Yes,Overpricing,For Rent,524,Cash,Individual,4,32,Yes,Rejected,Yes,Not Paid,No Loan,31.11328662215343,6,1.0,0.33
PROP76833,Mumbai,Telangana,6828234,8730,No,Yes,Fake Documents,For Sale,2188,Installments,Real Estate Agency,5,16,Yes,Rejected,No,Not Paid,Mortgaged,13.079384109302502,2,1.4,0.88
PROP76834,Bangalore,Karnataka,89312796,8667,No,Yes,Overpricing,For Sale,1553,Loan,Individual,5,28,No,Approved,No,Pending,Loan Cleared,38.097638954957915,7,4.7,0.55
PROP76835,Kolkata,Maharashtra,87463313,6945,Yes,Yes,Title Fraud,Verified,2836,Installments,Individual,3,23,Yes,Pending,No,Paid,No Loan,41.052072382482436,7,2.3,0.46
PROP76836,Ahmedabad,Tamil Nadu,82800685,1743,No,No,Illegal Construction,For Rent,1610,Loan,Broker,3,65,No,Pending,No,Pending,Mortgaged,25.68288485581182,6,4.9,0.16
PROP76837,Chennai,Maharashtra,98142195,6309,No,Yes,Legitimate,For Sale,979,Loan,Individual,2,43,No,Pending,Yes,Pending,Loan Cleared,8.313514881469978,4,2.3,0.39
PROP76838,Pune,Telangana,23390626,7078,Yes,Yes,Overpricing,For Sale,1815,Installments,Individual,0,13,Yes,Approved,Yes,Not Paid,No Loan,14.654949543385392,8,1.1,0.04
PROP76839,Pune,Maharashtra,61186248,1864,No,Yes,Duplicate Listing,Verified,1629,Loan,Individual,4,8,No,Approved,No,Pending,Loan Cleared,-13.268884163966465,4,1.6,0.69
PROP76840,Delhi,Gujarat,58663383,7421,No,No,Duplicate Listing,Verified,372,Installments,Individual,3,92,Yes,Rejected,Yes,Not Paid,No Loan,25.766953658346104,10,4.7,0.87
PROP76841,Kolkata,Gujarat,91569194,2451,No,No,Illegal Construction,For Rent,479,Cash,Broker,2,29,Yes,Pending,Yes,Not Paid,No Loan,21.07261208748985,2,2.2,0.56
PROP76842,Mumbai,Telangana,15832397,2148,Yes,Yes,Duplicate Listing,Verified,1543,Cash,Real Estate Agency,3,53,No,Approved,No,Not Paid,Loan Cleared,46.36709051095782,9,3.5,0.81
PROP76843,Ahmedabad,Delhi,48038392,8933,No,No,Illegal Construction,For Sale,1072,Installments,Broker,5,25,Yes,Approved,No,Paid,Loan Cleared,11.972189026436894,9,4.2,0.24
PROP76844,Kolkata,Karnataka,90264555,5781,Yes,No,Legitimate,For Sale,1907,Installments,Broker,0,12,No,Approved,Yes,Pending,No Loan,48.379959703820546,9,2.6,0.91
PROP76845,Hyderabad,Karnataka,64081680,7303,Yes,No,Illegal Construction,For Sale,361,Cash,Broker,1,42,Yes,Rejected,No,Pending,Mortgaged,37.34975356301084,9,4.1,0.43
PROP76846,Bangalore,Maharashtra,31197414,686,Yes,No,Fake Documents,Verified,524,Installments,Real Estate Agency,0,28,No,Pending,No,Pending,Mortgaged,45.01469174720302,2,2.3,0.19
PROP76847,Pune,West Bengal,93512909,7746,No,Yes,Duplicate Listing,For Sale,1232,Installments,Individual,0,78,Yes,Rejected,Yes,Not Paid,No Loan,23.253724335840523,0,3.4,1.0
PROP76848,Hyderabad,Maharashtra,37268924,1492,Yes,No,Overpricing,Under Dispute,316,Cash,Broker,2,55,No,Approved,Yes,Not Paid,Mortgaged,2.423241863488389,8,2.2,0.19
PROP76849,Mumbai,Gujarat,73453462,2475,Yes,No,Legitimate,Verified,56,Installments,Individual,0,1,Yes,Rejected,No,Paid,Loan Cleared,37.87429644897799,5,3.5,0.85
PROP76850,Bangalore,Karnataka,71875675,2400,Yes,Yes,Title Fraud,For Rent,1134,Loan,Individual,4,66,Yes,Approved,Yes,Pending,Loan Cleared,-4.521011813711288,8,4.7,0.91
PROP76851,Pune,Gujarat,76971890,3778,No,Yes,Fake Documents,Sold,1302,Loan,Real Estate Agency,1,16,No,Rejected,Yes,Pending,Mortgaged,5.026653151336056,4,2.5,0.67
PROP76852,Mumbai,Telangana,6803098,2827,Yes,No,Duplicate Listing,Verified,1144,Installments,Individual,4,77,Yes,Pending,No,Not Paid,No Loan,-18.514022907329885,10,3.7,0.09
PROP76853,Ahmedabad,West Bengal,43542473,3774,Yes,No,Title Fraud,Verified,2444,Loan,Real Estate Agency,4,35,No,Rejected,No,Pending,Loan Cleared,17.425641873958185,4,3.2,0.95
PROP76854,Chennai,Tamil Nadu,96816435,3326,Yes,Yes,Overpricing,Verified,2072,Installments,Broker,2,56,Yes,Approved,No,Paid,No Loan,35.39156856845893,5,4.0,0.28
PROP76855,Kolkata,Tamil Nadu,51900870,1925,Yes,No,Fake Documents,For Rent,2836,Installments,Real Estate Agency,5,53,Yes,Approved,No,Pending,No Loan,43.21751492332444,9,3.9,0.5
PROP76856,Chennai,Tamil Nadu,72561711,3545,No,No,Legitimate,For Sale,2154,Loan,Broker,5,67,No,Pending,No,Paid,Mortgaged,11.789987208230869,10,3.8,0.76
PROP76857,Bangalore,Karnataka,83951317,2094,Yes,Yes,Duplicate Listing,For Sale,3,Cash,Individual,3,89,No,Approved,Yes,Not Paid,Mortgaged,7.001975610653279,3,4.1,0.32
PROP76858,Bangalore,Tamil Nadu,24224577,1967,Yes,No,Legitimate,For Rent,867,Loan,Real Estate Agency,3,14,No,Pending,No,Paid,Loan Cleared,-12.553009742992266,1,3.3,0.23
PROP76859,Chennai,Telangana,12660382,1754,No,Yes,Overpricing,For Sale,25,Installments,Broker,3,43,No,Rejected,Yes,Pending,Mortgaged,35.20712329850445,4,4.5,0.01
PROP76860,Chennai,West Bengal,43183841,6417,No,No,Fake Documents,For Sale,1024,Loan,Individual,0,51,No,Rejected,Yes,Not Paid,Mortgaged,27.00612827528328,6,3.0,0.65
PROP76861,Pune,Tamil Nadu,80222270,4096,Yes,Yes,Fake Documents,For Sale,1485,Installments,Individual,0,84,No,Pending,No,Pending,No Loan,40.795279885126895,8,2.1,0.29
PROP76862,Delhi,Maharashtra,25494881,3270,Yes,No,Fake Documents,For Rent,2878,Cash,Individual,0,28,Yes,Approved,Yes,Paid,Loan Cleared,10.470008645700194,2,3.8,0.63
PROP76863,Bangalore,Maharashtra,87260497,7690,No,Yes,Duplicate Listing,Verified,11,Installments,Broker,5,84,Yes,Rejected,No,Paid,Loan Cleared,38.642238852498224,9,2.5,0.36
PROP76864,Hyderabad,West Bengal,44212882,9814,Yes,No,Illegal Construction,For Rent,435,Installments,Broker,2,2,Yes,Pending,Yes,Paid,Loan Cleared,35.56899490335561,3,1.1,0.94
PROP76865,Mumbai,Karnataka,5097009,1782,No,Yes,Legitimate,Sold,1871,Cash,Individual,1,72,Yes,Approved,No,Paid,Loan Cleared,12.88900764337734,4,4.5,0.77
PROP76866,Bangalore,Maharashtra,70215638,3808,Yes,No,Legitimate,Sold,3430,Cash,Real Estate Agency,1,6,Yes,Pending,No,Paid,Loan Cleared,26.75153634348962,4,2.7,0.89
PROP76867,Bangalore,Maharashtra,50708782,3212,Yes,Yes,Fake Documents,For Rent,2167,Loan,Real Estate Agency,4,87,No,Pending,Yes,Pending,Loan Cleared,9.130332080541642,4,3.5,0.14
PROP76868,Kolkata,Maharashtra,57448893,2551,No,Yes,Legitimate,Verified,1138,Cash,Real Estate Agency,2,5,Yes,Pending,Yes,Pending,No Loan,30.755131094159374,2,2.9,0.52
PROP76869,Pune,West Bengal,33275678,4673,Yes,No,Fake Documents,Sold,238,Installments,Broker,4,62,No,Approved,No,Pending,No Loan,44.844187968449035,9,1.9,0.66
PROP76870,Ahmedabad,Delhi,58267102,895,No,No,Overpricing,Sold,2696,Cash,Individual,5,76,No,Pending,No,Not Paid,Mortgaged,49.77194488069948,7,1.4,0.48
PROP76871,Bangalore,Telangana,11753778,1919,No,Yes,Legitimate,For Sale,1250,Loan,Real Estate Agency,2,61,Yes,Approved,No,Paid,Mortgaged,11.933733853765933,3,1.5,0.65
PROP76872,Hyderabad,Telangana,42406892,1020,Yes,Yes,Title Fraud,Under Dispute,2355,Cash,Individual,4,63,Yes,Pending,Yes,Not Paid,No Loan,43.33310702858411,6,3.9,0.07
PROP76873,Hyderabad,West Bengal,47248040,1451,No,No,Title Fraud,Under Dispute,3518,Cash,Broker,0,86,No,Approved,Yes,Not Paid,No Loan,8.818721900841084,7,1.6,0.67
PROP76874,Kolkata,Gujarat,54481393,7913,No,Yes,Illegal Construction,For Sale,157,Cash,Individual,4,12,No,Pending,No,Not Paid,No Loan,30.661046592794563,9,3.0,0.34
PROP76875,Bangalore,Telangana,20859494,2698,No,No,Title Fraud,Under Dispute,2922,Loan,Individual,4,96,No,Approved,No,Not Paid,No Loan,-13.920629632010053,4,2.1,0.15
PROP76876,Ahmedabad,Maharashtra,10956985,3369,Yes,Yes,Illegal Construction,For Rent,1265,Installments,Real Estate Agency,4,75,Yes,Rejected,No,Paid,Mortgaged,33.19778490412416,6,2.0,0.28
PROP76877,Delhi,Gujarat,90256686,9642,No,Yes,Overpricing,For Sale,3564,Installments,Broker,2,16,No,Rejected,No,Paid,Mortgaged,2.7676181313276587,8,1.6,0.8
PROP76878,Delhi,Telangana,86590777,7533,No,No,Title Fraud,Under Dispute,652,Installments,Individual,4,28,Yes,Pending,No,Not Paid,Mortgaged,-14.14866059011752,2,3.1,0.34
PROP76879,Kolkata,Gujarat,45291775,1085,Yes,Yes,Legitimate,Sold,2111,Cash,Individual,4,68,No,Rejected,Yes,Pending,No Loan,20.118826968862393,5,1.6,0.39
PROP76880,Hyderabad,West Bengal,38981580,6705,Yes,Yes,Title Fraud,Verified,332,Loan,Real Estate Agency,2,83,Yes,Pending,Yes,Paid,Loan Cleared,20.868765508863333,2,2.8,0.03
PROP76881,Delhi,Maharashtra,18509551,972,Yes,No,Title Fraud,Verified,3078,Cash,Individual,5,82,No,Approved,No,Paid,No Loan,44.02263839564655,6,1.9,0.54
PROP76882,Kolkata,Maharashtra,86458946,8611,Yes,Yes,Fake Documents,Verified,661,Installments,Real Estate Agency,1,41,No,Approved,Yes,Pending,No Loan,-14.001001418764254,2,1.2,0.42
PROP76883,Ahmedabad,Maharashtra,3023865,5850,Yes,Yes,Legitimate,For Rent,278,Installments,Individual,5,65,Yes,Approved,Yes,Pending,No Loan,31.734046606988137,5,1.7,0.49
PROP76884,Chennai,West Bengal,75659146,9386,Yes,No,Legitimate,Sold,3072,Loan,Real Estate Agency,2,0,Yes,Pending,Yes,Not Paid,Loan Cleared,-12.745321583483296,4,4.8,0.25
PROP76885,Ahmedabad,Karnataka,91123899,8379,No,Yes,Illegal Construction,For Rent,2535,Loan,Broker,0,84,Yes,Pending,Yes,Pending,Mortgaged,36.431709043356804,9,1.9,0.48
PROP76886,Kolkata,Telangana,47194097,2779,Yes,No,Title Fraud,Sold,624,Installments,Real Estate Agency,4,29,No,Rejected,Yes,Pending,No Loan,45.149408744999775,9,1.9,0.51
PROP76887,Ahmedabad,West Bengal,3215399,1995,No,Yes,Illegal Construction,Sold,112,Installments,Broker,3,3,No,Rejected,Yes,Not Paid,Mortgaged,10.10157136733065,4,2.1,0.14
PROP76888,Chennai,Maharashtra,9164758,6785,Yes,Yes,Legitimate,Verified,983,Installments,Broker,4,15,Yes,Rejected,No,Paid,Mortgaged,37.253046456325066,10,3.8,0.57
PROP76889,Pune,Tamil Nadu,39026835,3652,Yes,Yes,Illegal Construction,Verified,1520,Cash,Real Estate Agency,3,96,No,Approved,No,Paid,Mortgaged,-3.394842602637066,1,4.0,0.17
PROP76890,Delhi,Maharashtra,27154687,2261,No,Yes,Overpricing,Under Dispute,3151,Installments,Real Estate Agency,1,59,No,Approved,Yes,Pending,No Loan,-2.451296599985721,0,2.5,0.88
PROP76891,Hyderabad,Delhi,39133890,9656,Yes,Yes,Illegal Construction,Under Dispute,518,Cash,Individual,4,30,No,Rejected,No,Pending,Mortgaged,20.04669676882304,1,3.3,0.42
PROP76892,Bangalore,Telangana,68961928,9270,Yes,No,Title Fraud,For Rent,222,Cash,Real Estate Agency,0,89,Yes,Pending,No,Not Paid,Mortgaged,-12.118743816918226,3,4.5,0.21
PROP76893,Bangalore,West Bengal,67618219,1082,No,No,Title Fraud,Under Dispute,925,Loan,Broker,3,89,No,Pending,No,Pending,Loan Cleared,15.897015153296202,4,1.8,0.51
PROP76894,Delhi,Telangana,80639364,2233,No,No,Fake Documents,Verified,718,Cash,Broker,4,26,Yes,Rejected,Yes,Paid,No Loan,36.78857521047022,6,2.3,0.36
PROP76895,Pune,West Bengal,35419885,9696,Yes,Yes,Illegal Construction,For Sale,562,Loan,Real Estate Agency,1,88,No,Pending,Yes,Paid,Mortgaged,31.101502716940253,9,4.1,0.49
PROP76896,Bangalore,West Bengal,93456786,6758,No,No,Duplicate Listing,For Sale,3061,Installments,Real Estate Agency,1,26,Yes,Rejected,Yes,Pending,Mortgaged,33.939232838665724,2,1.1,0.04
PROP76897,Mumbai,Tamil Nadu,16160847,5512,Yes,No,Overpricing,Under Dispute,1242,Loan,Broker,4,85,No,Rejected,No,Pending,Mortgaged,6.475636929655014,4,1.2,0.67
PROP76898,Kolkata,Delhi,93050744,2513,No,Yes,Overpricing,Sold,1853,Loan,Real Estate Agency,2,53,Yes,Rejected,No,Pending,Mortgaged,8.323063089059112,5,4.1,0.93
PROP76899,Bangalore,Maharashtra,99725051,6650,Yes,No,Overpricing,For Sale,2221,Loan,Individual,3,98,Yes,Rejected,Yes,Not Paid,Loan Cleared,-0.04750044619986227,4,4.9,0.55
PROP76900,Kolkata,West Bengal,16329867,3519,Yes,No,Title Fraud,Sold,2226,Loan,Real Estate Agency,2,67,Yes,Pending,No,Pending,Mortgaged,-10.411110862055672,2,1.1,0.18
PROP76901,Hyderabad,Maharashtra,32218927,4608,No,No,Duplicate Listing,For Rent,1598,Loan,Real Estate Agency,0,77,Yes,Rejected,Yes,Pending,Loan Cleared,21.843993082596384,9,3.6,0.9
PROP76902,Hyderabad,Gujarat,59891757,7892,Yes,No,Fake Documents,Sold,642,Loan,Broker,3,31,No,Approved,Yes,Not Paid,Mortgaged,0.970153781523976,6,2.5,0.36
PROP76903,Pune,Maharashtra,51337033,6003,No,No,Overpricing,For Sale,1298,Installments,Broker,4,29,Yes,Pending,Yes,Not Paid,Loan Cleared,44.54479897991207,10,3.9,0.55
PROP76904,Bangalore,Tamil Nadu,62841334,2788,Yes,Yes,Title Fraud,Verified,836,Cash,Individual,2,41,Yes,Rejected,No,Paid,Loan Cleared,1.7666364030007493,6,4.1,0.82
PROP76905,Delhi,Gujarat,52065984,3536,No,Yes,Illegal Construction,For Sale,2434,Loan,Real Estate Agency,3,62,No,Approved,Yes,Paid,Mortgaged,-5.317281099036073,9,1.5,0.21
PROP76906,Bangalore,Maharashtra,49894233,5837,Yes,No,Illegal Construction,For Rent,3293,Loan,Broker,1,45,No,Approved,No,Pending,No Loan,-8.357702416485859,7,3.3,0.93
PROP76907,Mumbai,Karnataka,10773355,7244,No,No,Legitimate,For Rent,1466,Cash,Individual,3,22,No,Rejected,No,Not Paid,Loan Cleared,30.38546364088606,9,2.4,0.98
PROP76908,Mumbai,West Bengal,55096174,5903,No,Yes,Illegal Construction,Under Dispute,3094,Loan,Individual,1,42,Yes,Pending,No,Pending,No Loan,45.31773582982012,10,1.7,0.73
PROP76909,Bangalore,Delhi,88318396,8909,No,Yes,Fake Documents,Verified,3110,Installments,Real Estate Agency,2,61,No,Approved,No,Paid,Loan Cleared,40.0877075535745,0,2.2,0.04
PROP76910,Hyderabad,Maharashtra,61197876,7067,Yes,Yes,Legitimate,Verified,714,Installments,Individual,3,30,Yes,Approved,Yes,Paid,Loan Cleared,-13.969966825203258,10,4.9,0.02
PROP76911,Hyderabad,West Bengal,11530630,7148,Yes,No,Fake Documents,For Rent,1660,Installments,Real Estate Agency,5,7,Yes,Rejected,No,Pending,Mortgaged,11.453766162949503,10,2.1,0.6
PROP76912,Hyderabad,Maharashtra,96189620,4541,No,Yes,Title Fraud,For Rent,465,Cash,Individual,5,23,Yes,Rejected,Yes,Paid,Mortgaged,9.933594109197692,5,4.6,0.52
PROP76913,Bangalore,Delhi,37975442,8812,Yes,Yes,Fake Documents,For Rent,219,Cash,Broker,2,6,Yes,Rejected,Yes,Pending,Mortgaged,-7.900483604942227,10,4.7,0.41
PROP76914,Bangalore,Karnataka,95914155,7154,No,No,Title Fraud,Verified,2593,Cash,Real Estate Agency,2,68,No,Rejected,No,Paid,Loan Cleared,11.820837860195471,4,1.2,0.67
PROP76915,Mumbai,West Bengal,38477220,987,No,No,Overpricing,For Rent,1634,Installments,Broker,2,16,Yes,Approved,Yes,Pending,Mortgaged,-19.575063086294836,7,4.2,0.37
PROP76916,Chennai,West Bengal,2200734,1803,Yes,Yes,Illegal Construction,Verified,1399,Loan,Broker,5,57,Yes,Approved,Yes,Paid,Mortgaged,8.942153861817776,1,3.2,0.47
PROP76917,Pune,Telangana,82796234,7770,No,Yes,Legitimate,Verified,649,Cash,Individual,1,58,Yes,Approved,Yes,Not Paid,Loan Cleared,-15.345387854316712,8,2.1,0.54
PROP76918,Chennai,Maharashtra,78249919,989,No,Yes,Illegal Construction,For Sale,1757,Installments,Broker,0,12,Yes,Rejected,No,Paid,No Loan,37.41431346331114,2,3.9,0.67
PROP76919,Pune,Karnataka,42696927,4014,Yes,Yes,Overpricing,Under Dispute,2073,Loan,Individual,3,34,Yes,Approved,No,Pending,Mortgaged,18.000586941158645,5,3.8,0.94
PROP76920,Bangalore,Gujarat,59091068,2752,No,Yes,Duplicate Listing,For Sale,2165,Loan,Real Estate Agency,0,78,No,Rejected,No,Pending,Loan Cleared,20.487702728430797,10,1.4,0.34
PROP76921,Hyderabad,Gujarat,50171668,6033,No,No,Duplicate Listing,Verified,1734,Cash,Broker,5,21,Yes,Approved,Yes,Not Paid,Loan Cleared,41.05440313300971,8,4.4,0.74
PROP76922,Bangalore,Karnataka,67279331,5712,Yes,Yes,Duplicate Listing,Sold,1971,Cash,Real Estate Agency,3,39,Yes,Pending,No,Pending,No Loan,47.88469529050883,5,3.1,0.58
PROP76923,Bangalore,Telangana,77328843,3352,No,No,Overpricing,For Rent,3119,Installments,Individual,3,93,Yes,Pending,Yes,Paid,Loan Cleared,-10.91225934484787,7,3.9,0.15
PROP76924,Delhi,Maharashtra,43041513,1786,No,No,Legitimate,For Rent,2860,Cash,Individual,1,13,Yes,Approved,Yes,Pending,Mortgaged,28.708725999051573,10,1.1,0.57
PROP76925,Pune,Telangana,67131999,7961,Yes,No,Overpricing,Sold,1530,Installments,Real Estate Agency,3,31,No,Approved,No,Paid,Loan Cleared,38.22794655657292,10,4.2,0.56
PROP76926,Ahmedabad,Maharashtra,52363999,808,Yes,Yes,Fake Documents,Sold,459,Installments,Real Estate Agency,2,37,No,Rejected,No,Paid,Mortgaged,35.320178202418774,5,2.6,0.56
PROP76927,Hyderabad,Telangana,6632947,1722,Yes,No,Title Fraud,For Sale,873,Installments,Real Estate Agency,5,85,No,Rejected,Yes,Not Paid,No Loan,-10.082498559847313,8,2.3,0.84
PROP76928,Chennai,Tamil Nadu,47559296,6611,No,No,Overpricing,For Sale,1561,Cash,Broker,3,85,Yes,Rejected,No,Pending,Loan Cleared,39.33718224616651,7,1.2,0.82
PROP76929,Pune,Karnataka,32393615,1415,No,No,Title Fraud,Sold,631,Loan,Real Estate Agency,0,89,No,Approved,Yes,Not Paid,No Loan,9.326411061375552,7,1.1,0.47
PROP76930,Mumbai,Tamil Nadu,32270868,8966,Yes,No,Fake Documents,For Rent,3499,Loan,Broker,2,29,No,Approved,Yes,Paid,No Loan,2.2102311065536178,4,3.5,0.29
PROP76931,Chennai,Maharashtra,5977258,4297,Yes,Yes,Duplicate Listing,For Rent,1195,Installments,Broker,2,32,Yes,Approved,No,Not Paid,No Loan,-5.838976673586444,3,1.4,0.69
PROP76932,Pune,Delhi,18072829,4874,No,No,Fake Documents,Sold,1241,Installments,Individual,4,61,Yes,Approved,Yes,Paid,Loan Cleared,29.75720209777954,1,4.7,0.56
PROP76933,Chennai,Karnataka,51104739,6788,No,Yes,Legitimate,Under Dispute,2596,Loan,Individual,2,12,No,Approved,No,Not Paid,Loan Cleared,41.51761021879758,7,3.8,0.9
PROP76934,Hyderabad,Karnataka,34342906,5484,Yes,Yes,Illegal Construction,Verified,48,Cash,Broker,4,15,Yes,Pending,No,Pending,Mortgaged,-17.689888501511234,6,2.2,0.59
PROP76935,Ahmedabad,Gujarat,2492161,9543,Yes,Yes,Duplicate Listing,Verified,3009,Loan,Individual,0,0,No,Pending,Yes,Pending,Loan Cleared,22.64728765815007,6,3.6,0.58
PROP76936,Delhi,Karnataka,31681827,9207,No,Yes,Overpricing,Under Dispute,725,Loan,Real Estate Agency,2,40,Yes,Rejected,No,Pending,Mortgaged,11.304521549210829,2,1.9,0.54
PROP76937,Hyderabad,Gujarat,48602971,7417,Yes,No,Duplicate Listing,Sold,624,Loan,Real Estate Agency,5,23,No,Pending,Yes,Not Paid,Loan Cleared,1.9122312221931033,10,2.8,0.46
PROP76938,Ahmedabad,Gujarat,32662220,6521,Yes,Yes,Overpricing,Under Dispute,3038,Cash,Individual,2,53,No,Pending,Yes,Paid,No Loan,-3.5200836110088076,6,4.9,0.48
PROP76939,Mumbai,Tamil Nadu,36132421,7295,Yes,No,Illegal Construction,Sold,2046,Installments,Real Estate Agency,4,34,No,Approved,Yes,Not Paid,Mortgaged,43.67163559624316,9,3.8,0.03
PROP76940,Delhi,West Bengal,2077334,2113,No,No,Fake Documents,Sold,2510,Cash,Real Estate Agency,0,79,Yes,Rejected,Yes,Pending,Loan Cleared,4.374745923789771,3,1.6,0.35
PROP76941,Hyderabad,Maharashtra,1962918,878,No,No,Fake Documents,Verified,768,Cash,Individual,4,9,No,Approved,No,Pending,Loan Cleared,-1.1566693103531343,2,2.0,0.87
PROP76942,Chennai,Karnataka,45085399,8928,No,Yes,Title Fraud,Sold,2407,Cash,Individual,5,92,No,Rejected,Yes,Pending,Loan Cleared,-19.50041307443401,0,2.5,0.6
PROP76943,Chennai,Tamil Nadu,26768939,3225,Yes,No,Illegal Construction,For Sale,382,Cash,Broker,1,21,Yes,Rejected,No,Not Paid,Mortgaged,-11.02950017256095,4,2.3,0.32
PROP76944,Ahmedabad,Karnataka,44262684,1154,Yes,Yes,Title Fraud,Under Dispute,2995,Cash,Real Estate Agency,5,19,No,Approved,No,Paid,Mortgaged,32.09781983206355,3,4.4,0.86
PROP76945,Ahmedabad,West Bengal,91410011,2595,Yes,No,Fake Documents,Verified,132,Cash,Real Estate Agency,1,8,Yes,Approved,Yes,Paid,Mortgaged,9.734530937396276,3,2.8,0.1
PROP76946,Delhi,West Bengal,45813687,7459,No,Yes,Fake Documents,Under Dispute,2407,Cash,Real Estate Agency,3,73,No,Rejected,Yes,Paid,No Loan,-0.9702343712925341,6,2.7,0.07
PROP76947,Bangalore,Gujarat,59899136,3269,Yes,No,Title Fraud,Sold,574,Cash,Individual,0,65,Yes,Rejected,No,Pending,Loan Cleared,9.110119623344303,2,3.1,0.53
PROP76948,Mumbai,Telangana,48297661,6036,Yes,No,Illegal Construction,Sold,698,Cash,Individual,1,47,No,Approved,Yes,Not Paid,Mortgaged,-15.034708966077124,6,1.2,0.02
PROP76949,Hyderabad,Maharashtra,46604521,7358,No,No,Illegal Construction,Verified,851,Loan,Real Estate Agency,5,6,No,Pending,No,Not Paid,Mortgaged,-17.19366264366146,6,2.3,0.76
PROP76950,Chennai,Telangana,7792457,8730,No,Yes,Illegal Construction,Verified,65,Cash,Broker,2,3,No,Pending,No,Paid,Loan Cleared,6.779766059695714,10,2.5,0.66
PROP76951,Hyderabad,Karnataka,97499244,9907,Yes,No,Overpricing,Under Dispute,3025,Installments,Broker,0,16,No,Approved,No,Pending,Loan Cleared,33.36843891835796,7,2.3,0.82
PROP76952,Hyderabad,Delhi,11062497,5369,Yes,No,Illegal Construction,Under Dispute,2263,Cash,Broker,2,99,Yes,Pending,No,Not Paid,No Loan,15.178381067123318,1,3.5,0.37
PROP76953,Hyderabad,Tamil Nadu,2771924,1525,No,Yes,Duplicate Listing,Sold,1602,Cash,Individual,5,43,Yes,Pending,Yes,Not Paid,Loan Cleared,1.3192314014252275,4,4.9,0.91
PROP76954,Chennai,Maharashtra,70074949,8576,No,Yes,Title Fraud,Under Dispute,3543,Cash,Individual,3,74,Yes,Approved,Yes,Pending,Mortgaged,25.624033547383867,8,3.9,0.11
PROP76955,Bangalore,Delhi,39666700,9584,No,No,Duplicate Listing,Sold,881,Cash,Broker,0,67,No,Approved,No,Pending,Mortgaged,3.6024702390410894,9,2.3,0.54
PROP76956,Bangalore,Maharashtra,62502777,9637,No,No,Fake Documents,Sold,129,Cash,Individual,1,72,No,Pending,No,Paid,Loan Cleared,-19.046599450879622,6,4.7,0.68
PROP76957,Bangalore,Tamil Nadu,12833605,9355,No,No,Title Fraud,Under Dispute,3601,Cash,Broker,2,81,No,Rejected,Yes,Pending,Mortgaged,0.533104522795643,0,3.8,0.74
PROP76958,Ahmedabad,Gujarat,45699920,9993,Yes,Yes,Overpricing,Verified,1328,Cash,Individual,0,75,Yes,Rejected,No,Paid,Mortgaged,-4.068907946860422,4,3.8,0.19
PROP76959,Pune,Delhi,16619980,3642,Yes,No,Fake Documents,For Rent,116,Loan,Individual,3,39,No,Pending,Yes,Not Paid,No Loan,-1.600994251644419,4,4.8,0.96
PROP76960,Chennai,Maharashtra,89373433,5286,No,No,Title Fraud,Verified,2800,Loan,Real Estate Agency,4,24,No,Pending,Yes,Not Paid,No Loan,6.131684763124731,9,3.3,0.72
PROP76961,Kolkata,Karnataka,63286204,6202,Yes,Yes,Duplicate Listing,Under Dispute,866,Loan,Real Estate Agency,3,44,No,Approved,No,Paid,Mortgaged,-4.439988528112357,8,3.7,0.47
